label,ID
CSI-Negative,803661293853036544
CSI-Negative,788333262036869120
CSI-Negative,730003254201835520
CSI-Positive,758123700650708992
CSI-Negative,735867418229284864
CSI-Negative,687007041483862016
CSI-Negative,708276793074057216
CSI-Negative,770587663720152960
CSI-Positive,709740004654723072
CSI-Negative,723292961631391744
CSI-Negative,807413281337937920
CSI-Negative,684817471853981696
CSI-Positive,779376298716172288
CSI-Negative,684607729835507712
CSI-Negative,761392709114310528
CSI-Negative,780602165006073728
CSI-Negative,752616897544265728
CSI-Negative,706897173330395136
CSI-Negative,741001928725778432
CSI-Negative,709220415684542464
CSI-Negative,787817873423101952
CSI-Negative,703772911744720896
CSI-Negative,700528220261605376
CSI-Negative,747299967979528320
CSI-Negative,699556335424184320
CSI-Positive,709402523124293632
CSI-Negative,739885059981742080
CSI-Negative,800423893349502848
CSI-Negative,725945180335927296
CSI-Negative,791302909220696064
CSI-Positive,768677064580882432
CSI-Negative,704296892574748672
CSI-Negative,762496813379104640
CSI-Positive,802071191745953792
CSI-Negative,741586504653246464
CSI-Positive,699706730742157312
CSI-Negative,721873771515289600
CSI-Negative,699882964398682112
CSI-Negative,740787677646225408
CSI-Negative,781929093298163712
CSI-Negative,720089149148160000
CSI-Negative,805386463718285312
CSI-Negative,777257088108027904
CSI-Positive,704981361778511872
CSI-Negative,753229388712382464
CSI-Negative,688408682950963200
CSI-Negative,756364846057140224
CSI-Negative,766283641299271680
CSI-Negative,734706316132929408
CSI-Negative,810670734129368960
CSI-Positive,697287742594621440
CSI-Negative,811674631505637248
CSI-Positive,685103603967594496
CSI-Negative,743270449040211840
CSI-Negative,762360479260020608
CSI-Positive,780834400107917312
CSI-Negative,695132402784534528
CSI-Negative,748181816243331072
CSI-Negative,744035788296433664
CSI-Negative,779972473773182848
CSI-Negative,805989123530035200
CSI-Negative,721865230746316800
CSI-Negative,803189513224716160
CSI-Negative,683483038735413248
CSI-Negative,688925286147186688
CSI-Positive,791666480391790592
CSI-Negative,814255181932150784
CSI-Positive,787209097733103616
CSI-Negative,718100045946445824
CSI-Negative,768739584561872896
CSI-Negative,696405577736572928
CSI-Positive,763579506636431360
CSI-Positive,697788392986304512
CSI-Negative,740892887731347456
CSI-Negative,740338641042477056
CSI-Negative,692552922417205248
CSI-Negative,724908374844968960
CSI-Positive,730438596579069952
CSI-Negative,731909381726568448
CSI-Positive,798297282785529856
CSI-Negative,698308976522477568
CSI-Negative,730423687787249664
CSI-Negative,701988698821304320
CSI-Negative,755018091159965696
CSI-Negative,732847977472090112
CSI-Negative,752174420135776128
CSI-Negative,788347932781096960
CSI-Negative,784188053791215616
CSI-Positive,748953072379002880
CSI-Negative,731243845451714560
CSI-Negative,799539714030239744
CSI-Negative,711251589697134592
CSI-Negative,807068029909540864
CSI-Negative,768095805165019136
CSI-Positive,788708940712251392
CSI-Positive,776522375458197504
CSI-Negative,758863669346217984
CSI-Positive,735104417813438464
CSI-Negative,787783719021076480
CSI-Negative,800488000933208064
CSI-Negative,724021074678042624
CSI-Negative,730382243701637120
CSI-Positive,783035171952025600
CSI-Negative,768284745616662528
CSI-Positive,799668820919128064
CSI-Negative,784531409755054080
CSI-Negative,690710278644826112
CSI-Negative,777808657337585664
CSI-Positive,803955294233427968
CSI-Negative,741254181483216896
CSI-Negative,803959771585978240
CSI-Negative,761300716979761152
CSI-Positive,810963463837130752
CSI-Negative,770236540484222976
CSI-Positive,776477214770663424
CSI-Negative,777966322600771584
CSI-Negative,770800892132155520
CSI-Negative,767860444497268736
CSI-Negative,731130657863303168
CSI-Negative,723547620589731840
CSI-Negative,800987433059885056
CSI-Negative,715961939864657920
CSI-Positive,809795549146689536
CSI-Positive,743309217386246144
CSI-Positive,757632510029205504
CSI-Negative,686318339782787072
CSI-Negative,715851417102245888
CSI-Negative,796884264579055616
CSI-Negative,702463758954688512
CSI-Positive,772400834952912896
CSI-Negative,803515329951371264
CSI-Negative,722508986327699328
CSI-Negative,730770862761082880
CSI-Negative,732001168466030720
CSI-Negative,724763873681747840
CSI-Positive,697424750730047488
CSI-Negative,765974386784477184
CSI-Positive,811559748072067072
CSI-Positive,742410718520037376
CSI-Negative,710004507715964928
CSI-Negative,759241401594945536
CSI-Negative,759056226521059328
CSI-Negative,736794109675986944
CSI-Positive,778822683538575360
CSI-Negative,711741297040621568
CSI-Negative,779093929102835712
CSI-Negative,719034764976467968
CSI-Negative,695077898009600000
CSI-Negative,724608661214076928
CSI-Positive,785648922815557632
CSI-Negative,746592243977334784
CSI-Positive,783639374139387904
CSI-Positive,700089551876849664
CSI-Negative,686270691667218432
CSI-Negative,805887176537993216
CSI-Negative,731292988622573440
CSI-Negative,798458254762328064
CSI-Negative,739218850303082496
CSI-Positive,793183039324983296
CSI-Negative,690191613642067968
CSI-Negative,744191190921248640
CSI-Negative,746396358760882176
CSI-Negative,763565650191212544
CSI-Negative,755033684412030976
CSI-Negative,794222818649063424
CSI-Positive,756755134420430848
CSI-Negative,803910337426845696
CSI-Negative,773112851674325120
CSI-Negative,725472095577190400
CSI-Negative,772630058896756608
CSI-Negative,697706803337891840
CSI-Negative,723692886148046720
CSI-Negative,723915088940437504
CSI-Positive,783875503790788608
CSI-Positive,745671865591488512
CSI-Negative,707533519921258496
CSI-Negative,718735210720800768
CSI-Negative,792056518309011456
CSI-Negative,728225267907321856
CSI-Negative,804031871885582336
CSI-Negative,688426732081311744
CSI-Negative,737346462338699264
CSI-Positive,752742488159318016
CSI-Negative,763899207958814720
CSI-Negative,768958361173831680
CSI-Negative,710545808588820480
CSI-Negative,760200466168946688
CSI-Negative,767961594353430528
CSI-Positive,756362416124944384
CSI-Negative,717099127700602880
CSI-Negative,804089934877511680
CSI-Negative,698146410370301952
CSI-Negative,742957041870864384
CSI-Negative,802269794640637952
CSI-Negative,757095805752864640
CSI-Negative,763717207813685120
CSI-Negative,790444290963103744
CSI-Negative,754069106521939968
CSI-Positive,745303479028068352
CSI-Positive,805607885669593088
CSI-Negative,723630420332560384
CSI-Negative,725715110623207424
CSI-Positive,725900485199167488
CSI-Positive,790564501997445120
CSI-Negative,695118695337586688
CSI-Negative,788589711866691584
CSI-Negative,708786800291135488
CSI-Negative,802176572882972672
CSI-Negative,783605752938323840
CSI-Negative,761787669986676608
CSI-Positive,770763718145744896
CSI-Negative,700098862321504256
CSI-Negative,795853666972483584
CSI-Positive,726049434895679488
CSI-Positive,762959350109306880
CSI-Positive,703261237585518592
CSI-Negative,771459738005540864
CSI-Negative,734625902093606912
CSI-Negative,811420791116038144
CSI-Positive,777397289426022400
CSI-Negative,807019815105941504
CSI-Negative,722193872395198464
CSI-Negative,805893365380169728
CSI-Negative,747568728213164032
CSI-Negative,760134173852049408
CSI-Negative,721913313022488448
CSI-Negative,717751567718424576
CSI-Negative,713862501797068800
CSI-Positive,766813531962478592
CSI-Negative,786996183080112128
CSI-Negative,768576866752102400
CSI-Negative,703303800627576832
CSI-Negative,726490325804564480
CSI-Positive,806513752761843712
CSI-Negative,701296003773657088
CSI-Negative,791539535624544256
CSI-Negative,695124634677587968
CSI-Positive,800755688595034112
CSI-Positive,703238364842037248
CSI-Negative,715948546868908032
CSI-Negative,755589605563502592
CSI-Negative,804078109842690048
CSI-Negative,729979392370327552
CSI-Negative,688020868358881280
CSI-Positive,697311992919359488
CSI-Negative,703631582414905344
CSI-Positive,809013884199829504
CSI-Positive,787630728066560000
CSI-Negative,768154980045946880
CSI-Positive,720635326511755264
CSI-Negative,806286584559628160
CSI-Negative,696038875035262976
CSI-Negative,689207418262171648
CSI-Positive,780335327873413120
CSI-Negative,699565692484325376
CSI-Positive,804374094493777920
CSI-Negative,771122651901210624
CSI-Positive,747666378317041664
CSI-Negative,700686940031553536
CSI-Negative,744097552979500928
CSI-Negative,770547468421439360
CSI-Negative,693755283991052288
CSI-Negative,798222773374042112
CSI-Negative,740216148680167424
CSI-Negative,696989774507278336
CSI-Negative,702023166877691904
CSI-Positive,691932860790501376
CSI-Negative,771310144340635648
CSI-Negative,766768153921658880
CSI-Negative,781835785712480256
CSI-Positive,762596753543573504
CSI-Negative,723498098237014016
CSI-Positive,790962441341407232
CSI-Negative,775867924338905088
CSI-Negative,719133877344845824
CSI-Negative,684975919820193792
CSI-Negative,759688071457738752
CSI-Negative,764694412651851776
CSI-Positive,688180430449725440
CSI-Negative,746270345796157440
CSI-Negative,694264783009366016
CSI-Negative,725740848068087808
CSI-Negative,785674513992351744
CSI-Positive,788108657762394112
CSI-Negative,809203573821059072
CSI-Negative,720235185065848832
CSI-Negative,801011095204982784
CSI-Negative,794244877504643072
CSI-Negative,705882825216491520
CSI-Negative,733210312921382912
CSI-Negative,788463311113351168
CSI-Positive,713206014552584192
CSI-Negative,760004377356607360
CSI-Negative,804205480780304384
CSI-Negative,743455043232407552
CSI-Negative,768172574047997952
CSI-Negative,692945257688883200
CSI-Negative,811078088641679360
CSI-Negative,726944972537212928
CSI-Negative,812379626152611840
CSI-Negative,705198297007452160
CSI-Negative,729149601337479040
CSI-Negative,687507946692046848
CSI-Negative,797272910293598208
CSI-Negative,683930046814384128
CSI-Negative,714882499550310400
CSI-Positive,691697824283627520
CSI-Negative,737104307145867264
CSI-Negative,790951528311975936
CSI-Negative,730739667532812288
CSI-Negative,753676382429847552
CSI-Negative,702636375095402496
CSI-Positive,781577840252911616
CSI-Positive,747163325843144704
CSI-Negative,805241411390083072
CSI-Negative,809257804208947200
CSI-Negative,758823541399662592
CSI-Positive,691692207527559168
CSI-Positive,733293516634263552
CSI-Negative,721337358461743104
CSI-Negative,699987469048160256
CSI-Positive,730478503410475008
CSI-Negative,705903465797697536
CSI-Positive,722196433885995008
CSI-Negative,762796973971890176
CSI-Negative,753570596085174272
CSI-Negative,754826456744677376
CSI-Negative,729708162174062720
CSI-Negative,754018164233515008
CSI-Negative,794270645227921408
CSI-Positive,803193328921624576
CSI-Negative,716293334378131456
CSI-Negative,750520048956022784
CSI-Negative,700671568607895552
CSI-Positive,684147311132282880
CSI-Negative,760579240693751808
CSI-Negative,701887415796035584
CSI-Negative,712994108462276608
CSI-Negative,745987600591241216
CSI-Negative,800700641299398656
CSI-Negative,743180827975000064
CSI-Negative,771464113658757120
CSI-Negative,805021128804757504
CSI-Positive,729901438776664064
CSI-Negative,788773663713689600
CSI-Negative,686612566366380032
CSI-Positive,800697677264588800
CSI-Negative,773538737628119040
CSI-Negative,740014124986310656
CSI-Negative,712888031196241920
CSI-Negative,803998422411907072
CSI-Negative,713713371477110784
CSI-Negative,762508644197859328
CSI-Negative,745412110721638400
CSI-Negative,812270069405413376
CSI-Negative,693109665702506496
CSI-Negative,713679731795693568
CSI-Negative,715378948008386560
CSI-Negative,731563611278168064
CSI-Negative,785501659069833216
CSI-Positive,768131392748261376
CSI-Positive,724668640973471744
CSI-Positive,779928252131446784
CSI-Negative,745330957822103552
CSI-Negative,748470736491274240
CSI-Negative,731881181646487552
CSI-Negative,702016872603066368
CSI-Positive,791873601519677440
CSI-Negative,688604848514797568
CSI-Negative,736994865381277696
CSI-Negative,792962859143663616
CSI-Negative,778956886678773760
CSI-Positive,693131525043404800
CSI-Negative,784393703137775616
CSI-Negative,789437118716186624
CSI-Negative,764861277177012224
CSI-Negative,762691817615794176
CSI-Negative,760485405460467712
CSI-Negative,711017221317926912
CSI-Negative,728529535801516032
CSI-Negative,748942871047311360
CSI-Negative,803366898574430208
CSI-Negative,765274919345135616
CSI-Negative,790322145108697088
CSI-Positive,748298391466057728
CSI-Negative,754318510239678464
CSI-Negative,737766242107293696
CSI-Positive,691615786599878656
CSI-Negative,749983024729784320
CSI-Negative,713495862597562368
CSI-Negative,690248280760946688
CSI-Negative,799824548598316928
CSI-Negative,770093149008035840
CSI-Negative,804596491339841408
CSI-Positive,793755286922231808
CSI-Negative,739486698917265408
CSI-Negative,743271820229480320
CSI-Negative,697737381944885248
CSI-Negative,725360415497150464
CSI-Negative,722013102338928640
CSI-Negative,765589079635423232
CSI-Negative,704145454234267648
CSI-Negative,810166503140167680
CSI-Negative,799990368985038848
CSI-Negative,694298050379042816
CSI-Negative,725320281326124928
CSI-Negative,762937609601581056
CSI-Negative,790554061561032704
CSI-Negative,764009776875311104
CSI-Positive,701286102448136192
CSI-Negative,716733336035725312
CSI-Negative,746135644792045440
CSI-Positive,723427470171471872
CSI-Negative,729797895759798272
CSI-Negative,722138518626041856
CSI-Positive,745600797807882240
CSI-Negative,779910674587586560
CSI-Positive,790337083000909824
CSI-Negative,762353687599599616
CSI-Positive,758029888691527680
CSI-Negative,731612814352224128
CSI-Negative,686945442173685760
CSI-Negative,774128111231250432
CSI-Negative,796468941984006144
CSI-Negative,699030754240630784
CSI-Negative,767816303604146176
CSI-Negative,748384105654517760
CSI-Negative,683598722312335360
CSI-Negative,776803225210986496
CSI-Positive,724940182735167488
CSI-Negative,723477544075452416
CSI-Positive,756636519151042560
CSI-Negative,795837302689841152
CSI-Positive,805131980941598720
CSI-Negative,787238837357379584
CSI-Negative,688121930239447040
CSI-Negative,772158291275317248
CSI-Negative,725523437951811584
CSI-Negative,753696880488435712
CSI-Positive,714924792499949568
CSI-Negative,735583591053336448
CSI-Negative,801658873048285184
CSI-Negative,702766318957756416
CSI-Positive,733761091755511808
CSI-Negative,804728549550780416
CSI-Negative,723654023514066944
CSI-Positive,764770205843066880
CSI-Negative,786905186837024768
CSI-Positive,808114551908511744
CSI-Negative,744328792076738560
CSI-Negative,803770578654076928
CSI-Negative,730768475032068096
CSI-Negative,781096946224107520
CSI-Negative,759181285084368896
CSI-Positive,696417411294064640
CSI-Negative,749191889316753408
CSI-Negative,714510591084208128
CSI-Negative,759472985065545728
CSI-Negative,775155044257628160
CSI-Negative,713409489710481408
CSI-Negative,806316454144397312
CSI-Negative,709532570736848896
CSI-Negative,685963982155431936
CSI-Positive,758346274718359552
CSI-Negative,775181564107829120
CSI-Negative,784913027544059904
CSI-Positive,803957231825715200
CSI-Negative,744293499328204800
CSI-Negative,707317658761318400
CSI-Positive,745820807239110656
CSI-Negative,683852877744357376
CSI-Negative,766122437616492544
CSI-Negative,685072999893053440
CSI-Negative,739252834231832448
CSI-Negative,795525083523665920
CSI-Negative,748821586350747648
CSI-Negative,793290812939390976
CSI-Negative,733882135694704640
CSI-Negative,692811770663211008
CSI-Negative,716760184681598976
CSI-Positive,760880888351641600
CSI-Negative,757943609920413696
CSI-Positive,747771355890802688
CSI-Negative,747826381032030208
CSI-Negative,788320380372922368
CSI-Negative,689788760087728128
CSI-Negative,753466253646434304
CSI-Negative,793820502146031616
CSI-Negative,726805128095891328
CSI-Negative,790240415874252800
CSI-Negative,799601027720814720
CSI-Negative,740656180796628992
CSI-Negative,795758131175309312
CSI-Negative,767296378481418240
CSI-Negative,754886326986612608
CSI-Positive,783977355475689472
CSI-Negative,772865087040257920
CSI-Negative,792097781598957568
CSI-Negative,792403968643203072
CSI-Negative,732006740430970880
CSI-Negative,757834587762401280
CSI-Negative,769197866401140736
CSI-Negative,799523039545270272
CSI-Negative,684194745342627840
CSI-Negative,692371158268772352
CSI-Negative,799619514623291392
CSI-Negative,752579466447192064
CSI-Negative,760176849964204032
CSI-Negative,692906138656870400
CSI-Negative,752229529742086144
CSI-Negative,758073668601729024
CSI-Negative,756645964136448000
CSI-Positive,786595132862664704
CSI-Negative,696325151777026048
CSI-Negative,737629912941481984
CSI-Negative,782998404502872064
CSI-Positive,698165457501618176
CSI-Negative,714736463443849216
CSI-Positive,707704341956657152
CSI-Negative,801479443331981312
CSI-Negative,795770841644429312
CSI-Negative,710379995122831360
CSI-Positive,764395384529571840
CSI-Negative,743978248732717056
CSI-Negative,734668197790507008
CSI-Negative,787627049565450240
CSI-Negative,796502698740871040
CSI-Negative,741305019710865408
CSI-Positive,765235180403515392
CSI-Negative,703818229672648704
CSI-Negative,734133870937944064
CSI-Negative,779737033690406912
CSI-Negative,748680953850044416
CSI-Negative,799651923469209600
CSI-Negative,693131520597450752
CSI-Positive,713740537875079168
CSI-Negative,760548668508344320
CSI-Negative,745296928175325184
CSI-Negative,783354789207896064
CSI-Negative,787624552658526208
CSI-Positive,746081673993805824
CSI-Positive,794637501189279744
CSI-Negative,723664187096883200
CSI-Negative,784125159712165888
CSI-Negative,795114741693902848
CSI-Negative,770012849284448128
CSI-Positive,798520088248852480
CSI-Negative,733712440941142016
CSI-Negative,747552741581553664
CSI-Negative,811768655700692992
CSI-Negative,793143735395770368
CSI-Negative,700911542590644224
CSI-Negative,774395425562488832
CSI-Positive,803719986858455040
CSI-Negative,696684721108094976
CSI-Negative,720433308585177088
CSI-Negative,696132104594333696
CSI-Negative,800678039080357888
CSI-Negative,709136222711472128
CSI-Negative,693068025977655296
CSI-Negative,733114700666441728
CSI-Negative,758745239259525120
CSI-Positive,771489094106910720
CSI-Positive,732261253704359936
CSI-Negative,800265692872249344
CSI-Negative,780476765722599424
CSI-Negative,692151315296849920
CSI-Positive,779329508537020416
CSI-Negative,768126252985180160
CSI-Negative,809057535659573248
CSI-Negative,744947069325021184
CSI-Negative,746601341603221504
CSI-Negative,777877817375662080
CSI-Negative,752636407030616064
CSI-Negative,741918520296886272
CSI-Negative,792105776395513856
CSI-Negative,691867773350363136
CSI-Negative,758416952851259392
CSI-Negative,727089596115251200
CSI-Negative,776556156529418240
CSI-Negative,723120602156912640
CSI-Negative,770010727662911360
CSI-Positive,749761584558399488
CSI-Negative,711365548844523520
CSI-Negative,728423079081345024
CSI-Negative,712441325371658240
CSI-Negative,697702091691692032
CSI-Negative,691867908897689600
CSI-Negative,768135359700078592
CSI-Negative,771787289089368064
CSI-Negative,753549857936314368
CSI-Negative,770344437964648448
CSI-Negative,760642131589345280
CSI-Negative,703372872283201536
CSI-Negative,756263891672395776
CSI-Negative,684865557942894592
CSI-Positive,719686794933972992
CSI-Negative,782377592624025600
CSI-Positive,800859035927019520
CSI-Negative,714493785602859008
CSI-Negative,691527742098120704
CSI-Negative,718574848721625088
CSI-Negative,742152159094013952
CSI-Negative,724765905532538880
CSI-Negative,732873711892619264
CSI-Positive,742399184611905536
CSI-Negative,795634695002320896
CSI-Negative,751330860922654720
CSI-Negative,710287582312140800
CSI-Negative,793374427828330496
CSI-Positive,800375480167714816
CSI-Negative,710880980093919232
CSI-Positive,758738923434614784
CSI-Positive,779575754715561984
CSI-Negative,790376284673245184
CSI-Negative,758513743215099904
CSI-Negative,786416945868394496
CSI-Negative,745900803538432000
CSI-Positive,778551057987145728
CSI-Negative,691738772636065792
CSI-Positive,761471960174002176
CSI-Negative,703143657516326912
CSI-Positive,802804833476640768
CSI-Negative,736873895765155840
CSI-Negative,734781792545300480
CSI-Negative,799657536580243328
CSI-Negative,696102824933986304
CSI-Negative,767553316272410624
CSI-Negative,773313683892174720
CSI-Negative,810984363299061760
CSI-Positive,699620902254718976
CSI-Negative,700234871860436992
CSI-Negative,713495147112062976
CSI-Negative,707757137275957248
CSI-Negative,780135362098241408
CSI-Negative,801323948680085504
CSI-Negative,800770423944343552
CSI-Negative,693277557899300864
CSI-Negative,793840076698456064
CSI-Negative,769200813956673536
CSI-Negative,686522958689529856
CSI-Positive,688129385921024000
CSI-Negative,769978169189363712
CSI-Negative,772455117505245184
CSI-Negative,773861106397876224
CSI-Positive,687288778856239104
CSI-Positive,793399712128696320
CSI-Negative,779694330361614208
CSI-Positive,720441250101489664
CSI-Negative,719985594391142400
CSI-Negative,803675435783651328
CSI-Negative,746646859876302848
CSI-Negative,785464077929811840
CSI-Negative,690327369240973312
CSI-Negative,704488102648266752
CSI-Negative,807879422954999808
CSI-Negative,751446628754534400
CSI-Negative,763879082119618560
CSI-Negative,780543318312779776
CSI-Negative,771386033296535552
CSI-Negative,788579408936304640
CSI-Negative,774433721063763840
CSI-Negative,772085237761380352
CSI-Negative,797077307362050048
CSI-Negative,726182312300269568
CSI-Negative,809555634312138752
CSI-Negative,766127522429886464
CSI-Negative,684294048954232832
CSI-Negative,694503151982895104
CSI-Positive,699487987826995200
CSI-Positive,798820490336837632
CSI-Negative,741717900273160192
CSI-Negative,727118634942783360
CSI-Negative,753693773595414528
CSI-Negative,804596021342990336
CSI-Negative,719173581230321664
CSI-Negative,723130972137500672
CSI-Negative,797911687500353408
CSI-Negative,793807788229160960
CSI-Negative,798481247756517376
CSI-Negative,771332995626127360
CSI-Negative,701283215814868992
CSI-Negative,753072914522640384
CSI-Positive,798806123255992320
CSI-Negative,746330528673071104
CSI-Negative,703651611281784832
CSI-Negative,800866745997094912
CSI-Negative,718443190714572800
CSI-Negative,765599072153722880
CSI-Negative,743558808975269888
CSI-Positive,707548268184494080
CSI-Negative,761796406126448640
CSI-Negative,773885533218938880
CSI-Negative,761599860189474816
CSI-Positive,711497038098251776
CSI-Negative,753972453932617728
CSI-Negative,806443341516636160
CSI-Negative,688788769378557952
CSI-Positive,762581644645498880
CSI-Negative,750148600085090304
CSI-Negative,698521160409960448
CSI-Negative,777483348251815808
CSI-Negative,809539667586494464
CSI-Negative,737977034043953152
CSI-Positive,707436961934532608
CSI-Negative,763919383072641024
CSI-Negative,806886905250017280
CSI-Negative,765445704135286784
CSI-Negative,781966874787639296
CSI-Negative,784709544710590464
CSI-Negative,724349506817503232
CSI-Negative,723115935482040320
CSI-Negative,694708189670051840
CSI-Negative,691790667266277376
CSI-Negative,689108982217093120
CSI-Negative,768148184547799040
CSI-Negative,803823235762704384
CSI-Negative,795944029917708288
CSI-Negative,768060340840136704
CSI-Negative,701300345033596928
CSI-Positive,702140625508896768
CSI-Negative,690244662993387520
CSI-Positive,707235310569185280
CSI-Negative,710219155157311488
CSI-Negative,782684389247488000
CSI-Negative,695913939721388032
CSI-Positive,798611850065833984
CSI-Positive,770074112001728512
CSI-Negative,809734260261261312
CSI-Negative,688787758605799424
CSI-Negative,748450762825601024
CSI-Positive,767448607314288640
CSI-Negative,739909827036483584
CSI-Negative,747444989567787008
CSI-Negative,706210894573932544
CSI-Positive,733264981022498816
CSI-Negative,700299960387047424
CSI-Negative,693794254653624320
CSI-Negative,724380441084452864
CSI-Negative,688010820320673792
CSI-Negative,722172558896930816
CSI-Negative,730882545181564928
CSI-Positive,691389399033122816
CSI-Positive,796334229583986688
CSI-Negative,791274901931950080
CSI-Negative,782947356841050112
CSI-Negative,775956827469078528
CSI-Negative,704038010183163904
CSI-Negative,806108969068560384
CSI-Negative,687094228682436608
CSI-Negative,694201935180623872
CSI-Negative,723334808475197440
CSI-Positive,797084949073408000
CSI-Negative,761273377629831040
CSI-Negative,791082706411089920
CSI-Negative,707639437337956352
CSI-Negative,688242720083591168
CSI-Negative,684482135844073472
CSI-Negative,740227117737119744
CSI-Negative,694104436336103424
CSI-Negative,691128329462751232
CSI-Negative,769418195920748544
CSI-Negative,809067971020660736
CSI-Negative,798911319500058624
CSI-Negative,731850828802314240
CSI-Negative,686072429366611968
CSI-Positive,756684364545560576
CSI-Positive,809854965598535680
CSI-Negative,696681394462797824
CSI-Positive,814815811290304512
CSI-Negative,722050951100702720
CSI-Negative,750823134761144320
CSI-Negative,755040750912409600
CSI-Negative,685294522478231552
CSI-Negative,710382606718787584
CSI-Positive,736078607450181632
CSI-Negative,705879681275449344
CSI-Negative,685287493961265152
CSI-Negative,741517446293512320
CSI-Positive,683845068470403072
CSI-Negative,739409514345041920
CSI-Negative,803795898581024768
CSI-Negative,722676230034714624
CSI-Negative,756002249323708416
CSI-Negative,811260559773437952
CSI-Negative,709152663187755008
CSI-Negative,708434115922624512
CSI-Negative,773031521020157952
CSI-Negative,750789146625486848
CSI-Negative,727964264305152000
CSI-Negative,775096121165307904
CSI-Negative,794550958013366272
CSI-Negative,771734415999315840
CSI-Positive,697469050004205568
CSI-Negative,771888275824836608
CSI-Negative,758796594728673280
CSI-Negative,759751840502124544
CSI-Negative,743412706884128640
CSI-Positive,734075063876628480
CSI-Positive,721712696991838208
CSI-Positive,793173327086968832
CSI-Positive,757403549261242368
CSI-Negative,742745464982769664
CSI-Negative,709828967751004160
CSI-Positive,727476341340151808
CSI-Negative,796126249831673856
CSI-Negative,735959461513302016
CSI-Negative,715785623542636544
CSI-Negative,789670567679000448
CSI-Positive,740842251807559680
CSI-Negative,750255009170874368
CSI-Negative,715507024448987136
CSI-Negative,806891358342549504
CSI-Negative,785813440912916480
CSI-Negative,811632651778097152
CSI-Negative,732567563318747136
CSI-Negative,733034714362220544
CSI-Positive,801576062148870144
CSI-Negative,765927662762156032
CSI-Negative,720337218594848768
CSI-Negative,786533737601245184
CSI-Negative,755441891286650880
CSI-Negative,805372848055484416
CSI-Negative,698838494177857536
CSI-Positive,762545582959394816
CSI-Negative,809831139015856128
CSI-Negative,780603261514506240
CSI-Positive,788350270098972672
CSI-Negative,751111799613886464
CSI-Negative,711179525531381760
CSI-Negative,723530252249501696
CSI-Negative,813804307451514880
CSI-Negative,735925176164978688
CSI-Negative,776442144424923136
CSI-Negative,783119174767783808
CSI-Negative,712018878830911488
CSI-Positive,748414300465692672
CSI-Negative,808525919040184320
CSI-Negative,790370757503254528
CSI-Positive,782772464623448064
CSI-Negative,810445929220370432
CSI-Negative,730954464677363712
CSI-Negative,769078264094679040
CSI-Negative,770592731378819072
CSI-Negative,766590878160859136
CSI-Negative,720541282146213888
CSI-Negative,759164794553237504
CSI-Negative,708536176588693504
CSI-Negative,731828915493339008
CSI-Negative,691804714346942464
CSI-Negative,754215668728430592
CSI-Negative,730731169713508352
CSI-Negative,748702188923396096
CSI-Negative,747391439735263232
CSI-Negative,755886003307552640
CSI-Negative,807065755757985920
CSI-Negative,798005345008369664
CSI-Negative,755811663627030528
CSI-Negative,690184255138353152
CSI-Negative,767627137146884096
CSI-Negative,775057876092063744
CSI-Negative,804419667104300928
CSI-Positive,762627197567852544
CSI-Negative,763534674002083840
CSI-Negative,700025972607840256
CSI-Negative,733921237752262528
CSI-Negative,777875749646708608
CSI-Negative,715996848679493632
CSI-Positive,756366519030788096
CSI-Negative,727643242183987200
CSI-Negative,709717948605325312
CSI-Negative,806302779396464640
CSI-Negative,800154926982701056
CSI-Positive,795036942735839232
CSI-Negative,683314765171703808
CSI-Negative,733201651754897408
CSI-Negative,742592286278582272
CSI-Positive,781109427684323328
CSI-Negative,803712747313725440
CSI-Negative,801571870210400128
CSI-Negative,805780262294614016
CSI-Negative,734784907088527360
CSI-Negative,805694119507009408
CSI-Negative,716573829074522112
CSI-Negative,793882898491289600
CSI-Positive,705878045849210880
CSI-Positive,807235274975612928
CSI-Positive,760863015105286144
CSI-Negative,691456500515147776
CSI-Negative,807354923847454720
CSI-Positive,792697734281256960
CSI-Positive,770238208340664320
CSI-Positive,744972995245056000
CSI-Negative,703952337845399552
CSI-Negative,756841237370445824
CSI-Negative,765256089801818112
CSI-Negative,804976082688606208
CSI-Negative,741404627351048320
CSI-Negative,804373907658547200
CSI-Negative,728305770677215232
CSI-Negative,759503335783268352
CSI-Positive,808376325132193792
CSI-Negative,792124606622605312
CSI-Negative,806713956253343744
CSI-Negative,709653819332767744
CSI-Negative,687391159317065728
CSI-Negative,727419491269775360
CSI-Positive,774012904563699712
CSI-Negative,699463198932660224
CSI-Negative,797060019057491840
CSI-Negative,781580467057336320
CSI-Negative,785180802812346240
CSI-Negative,706842498895912960
CSI-Negative,701629424983080960
CSI-Negative,726139669486927872
CSI-Positive,734855725520822272
CSI-Negative,804422453611139072
CSI-Negative,724101918570753920
CSI-Negative,793900565172322304
CSI-Negative,808412604184100864
CSI-Negative,715637802977923072
CSI-Negative,709148601398665216
CSI-Negative,705407099115872256
CSI-Positive,760811230281932800
CSI-Negative,755448429153816448
CSI-Negative,718612488170946560
CSI-Negative,705412624846950400
CSI-Negative,761395937927372800
CSI-Negative,754206785247055872
CSI-Negative,742884835677634560
CSI-Negative,763492012309950464
CSI-Negative,797431550476308480
CSI-Negative,814205455153164288
